x,y,STN_ID,STATION_NAME,PROV_STATE_TERR_CODE,ENG_PROV_NAME,FRE_PROV_NAME,COUNTRY,LATITUDE,LONGITUDE,TIMEZONE,ELEVATION,CLIMATE_IDENTIFIER,TC_IDENTIFIER,WMO_IDENTIFIER,STATION_TYPE,NORMAL_CODE,PUBLICATION_CODE,DISPLAY_CODE,ENG_STN_OPERATOR_ACRONYM,FRE_STN_OPERATOR_ACRONYM,ENG_STN_OPERATOR_NAME,FRE_STN_OPERATOR_NAME,FIRST_DATE,LAST_DATE,HLY_FIRST_DATE,HLY_LAST_DATE,DLY_FIRST_DATE,DLY_LAST_DATE,MLY_FIRST_DATE,MLY_LAST_DATE,HAS_MONTHLY_SUMMARY,HAS_NORMALS_DATA,HAS_HOURLY_DATA
-123.38333333333334,48.516666666666666,48,ELK LAKE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,483100000,-1232300000,PST,114.30,1012655,,,N/A,F,1,7,,,,,1957-01-01 00:00:00,1978-12-01 00:00:00,,,1957-08-01 00:00:00,1978-08-31 00:00:00,1957-01-01 00:00:00,1978-12-01 00:00:00,Y,N,N
-123.38333333333334,48.53333333333333,49,ELK LAKE 2,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,483200000,-1232300000,PST,53.00,1012656,,,N/A,F,1,7,,,,,1980-01-01 00:00:00,1986-12-01 00:00:00,,,1980-11-01 00:00:00,1986-01-31 00:00:00,1980-01-01 00:00:00,1986-12-01 00:00:00,Y,N,N
-123.41666666666667,48.43333333333333,50,ESQUIMALT,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,482600000,-1232500000,PST,13.70,1012700,,,N/A,,1,9,,,,,1872-01-01 00:00:00,1950-12-01 00:00:00,,,1872-01-01 00:00:00,1950-10-31 00:00:00,1872-01-01 00:00:00,1950-12-01 00:00:00,Y,N,N
-123.46666666666667,48.416666666666664,51,ESQUIMALT LAGOON,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,482500000,-1232800000,PST,15.20,1012707,,,N/A,G,1,8,,,,,1976-01-01 00:00:00,1978-12-01 00:00:00,,,1976-05-01 00:00:00,1978-08-31 00:00:00,1976-01-01 00:00:00,1978-12-01 00:00:00,Y,N,N
-123.43933333333334,48.43197222222222,52,ESQUIMALT HARBOUR,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,482555100,-1232621600,PST,3.00,1012710,WPF,71798,Climate-Auto,F,1,7,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1957-01-01 00:00:00,2024-11-19 12:30:02,1994-02-01 00:00:00,2024-11-19 12:30:02,1957-10-01 00:00:00,2024-11-19 00:00:00,1957-01-01 00:00:00,2005-09-01 00:00:00,Y,N,N
-123.53333333333333,48.5,53,FINLAYSON ARM RD,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,483000000,-1233200000,PST,167.60,1012883,,,N/A,G,1,8,,,,,1976-01-01 00:00:00,1977-12-01 00:00:00,,,1976-04-01 00:00:00,1977-09-30 00:00:00,1976-01-01 00:00:00,1977-12-01 00:00:00,Y,N,N
-123.31666666666666,48.86666666666667,54,GALIANO ISL BURRILL PT,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,485200000,-1231900000,PST,1.50,10130DE,,,N/A,,1,9,,,,,1970-01-01 00:00:00,1970-12-01 00:00:00,,,1970-04-01 00:00:00,1970-08-31 00:00:00,1970-01-01 00:00:00,1970-12-01 00:00:00,Y,N,N
-123.57333888888888,48.98500833333333,55,GALIANO NORTH,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,485906030,-1233424020,PST,6.00,10130MN,,,Climate-Staffed,F,1,7,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1975-01-01 00:00:00,2021-03-26 00:00:00,,,1975-01-01 00:00:00,2021-03-26 00:00:00,1975-01-01 00:00:00,2007-02-01 00:00:00,Y,N,N
-123.35,48.9,56,GALIANO ISLAND GCC,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,485400000,-1232100000,PST,15.20,1013045,,,N/A,G,1,8,,,,,1956-01-01 00:00:00,1977-12-01 00:00:00,,,1956-02-01 00:00:00,1977-02-28 00:00:00,1956-01-01 00:00:00,1977-12-01 00:00:00,Y,N,N
-123.49818055555555,48.871722222222225,57,GANGES MANSELL RD,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,485218200,-1232953450,PST,45.00,1013051,,,Climate-Staffed,F,1,7,,,,,1974-12-01 00:00:00,2014-01-31 00:00:00,,,1974-12-01 00:00:00,2014-01-31 00:00:00,1975-01-01 00:00:00,2007-02-01 00:00:00,Y,N,N
-123.55,48.45,58,GOLDSTREAM LAKE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,482700000,-1233300000,PST,458.70,1013240,,,N/A,,1,9,,,,,1894-01-01 00:00:00,1953-12-01 00:00:00,,,1894-07-01 00:00:00,1953-03-31 00:00:00,1894-01-01 00:00:00,1953-12-01 00:00:00,Y,N,N
-123.53333333333333,48.61666666666667,59,GOLDSTREAM MEADOWS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,483700000,-1233200000,PST,64.00,1013241,,,N/A,G,1,9,,,,,1976-01-01 00:00:00,1976-12-01 00:00:00,,,1976-04-01 00:00:00,1976-06-30 00:00:00,1976-01-01 00:00:00,1976-12-01 00:00:00,Y,N,N
-124.19416666666666,48.83083333333333,60,HONEYMOON BAY NORTHWEST,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,484951000,-1241139000,PST,170.00,1013519,,,Climate-Staffed,E,1,6,,,,,1989-01-01 00:00:00,2003-01-31 00:00:00,,,1989-06-01 00:00:00,2003-01-31 00:00:00,1989-01-01 00:00:00,2003-01-01 00:00:00,Y,N,N
-123.35,48.6,61,JAMES ISLAND,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,483600000,-1232100000,PST,53.60,1013720,,,N/A,F,1,7,,,,,1914-01-01 00:00:00,1978-12-01 00:00:00,,,1914-02-01 00:00:00,1978-09-30 00:00:00,1914-01-01 00:00:00,1978-12-01 00:00:00,Y,N,N
-123.63333333333334,48.96666666666667,62,KUPER ISLAND,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,485800000,-1233800000,PST,,1014430,,,N/A,,1,9,,,,,1894-01-01 00:00:00,1905-12-01 00:00:00,,,1894-08-01 00:00:00,1905-01-31 00:00:00,1894-01-01 00:00:00,1905-12-01 00:00:00,Y,N,N
-124.05,48.81666666666667,63,LAKE COWICHAN,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,484900000,-1240300000,PST,180.00,1014493,,,N/A,G,1,8,,,,,1924-01-01 00:00:00,1994-12-01 00:00:00,,,1924-01-01 00:00:00,1994-11-30 00:00:00,1924-01-01 00:00:00,1994-12-01 00:00:00,Y,N,N
-123.53333333333333,48.43333333333333,64,LANGFORD LAKE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,482600000,-1233200000,PST,75.00,1014530,,,N/A,G,1,9,,,,,1953-01-01 00:00:00,1983-12-01 00:00:00,,,1953-04-01 00:00:00,1983-11-30 00:00:00,1953-01-01 00:00:00,1983-12-01 00:00:00,Y,N,N
-123.52991666666667,48.57491666666667,65,MALAHAT,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,483429700,-1233147700,PST,365.80,1014820,WKH,71774,Climate-Auto,F,1,7,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1920-01-01 00:00:00,2024-11-19 12:30:02,1994-02-01 00:00:00,2024-11-19 12:30:02,1920-01-01 00:00:00,2024-11-19 00:00:00,1920-01-01 00:00:00,2005-04-01 00:00:00,Y,N,N
-123.33333333333333,48.85,66,MAYNE ISLAND,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,485100000,-1232000000,PST,9.10,1014930,,,N/A,,1,9,,,,,1921-01-01 00:00:00,1942-12-01 00:00:00,,,1921-01-01 00:00:00,1942-11-30 00:00:00,1921-01-01 00:00:00,1942-12-01 00:00:00,Y,N,N
-123.32027777777778,48.844722222222224,67,MAYNE ISLAND,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,485041000,-1231913000,PST,28.00,1014931,,,Climate-Staffed,D,1,5,,,,,1970-01-01 00:00:00,2002-12-31 00:00:00,,,1970-04-01 00:00:00,2002-12-31 00:00:00,1970-01-01 00:00:00,2002-12-01 00:00:00,Y,N,N
