x,y,MAX_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST,MIN_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_SNOW_FLAG,LOCAL_DAY,LOCAL_DATE,TOTAL_RAIN,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,SNOW_ON_GROUND,SPEED_MAX_GUST,HEATING_DEGREE_DAYS_FLAG,LOCAL_MONTH,STATION_NAME,LOCAL_YEAR,MIN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,MAX_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,TOTAL_RAIN_FLAG,SNOW_ON_GROUND_FLAG,PROVINCE_CODE,MEAN_TEMPERATURE,MAX_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY,ID,MIN_REL_HUMIDITY,TOTAL_SNOW,DIRECTION_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,MEAN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY_FLAG
-125.92333333333333,49.11055555555556,,,9,14.8,,22,2017-04-22 00:00:00,14.8,,6.2,0,,,4,LENNARD ISLAND,2017,,,,1034600,,,BC,11.8,14.5,,,1034600.2017.4.22,,0,,0,,
-125.92333333333333,49.11055555555556,,,12.5,0.2,,19,2015-07-19 00:00:00,0.2,,0.7,0,,,7,LENNARD ISLAND,2015,,,,1034600,,,BC,17.3,22,,,1034600.2015.7.19,,0,,0,,
-125.92333333333333,49.11055555555556,,,12,0,,25,2017-06-25 00:00:00,0,,3.7,0,,,6,LENNARD ISLAND,2017,,,,1034600,,,BC,14.3,16.5,,,1034600.2017.6.25,,0,,0,,
-125.92333333333333,49.11055555555556,,,7,0.4,,6,2020-05-06 00:00:00,0.4,,8.5,0,,,5,LENNARD ISLAND,2020,,,,1034600,,,BC,9.5,12,,,1034600.2020.5.6,,0,,0,,
-125.92333333333333,49.11055555555556,,,5.5,0,,30,2014-01-30 00:00:00,0,,11.5,0,,,1,LENNARD ISLAND,2014,,,,1034600,,,BC,6.5,7.5,,,1034600.2014.1.30,,0,,0,,
-125.92333333333333,49.11055555555556,,,3.5,1.8,,15,2021-02-15 00:00:00,1.8,,12.2,0,,,2,LENNARD ISLAND,2021,,,,1034600,,,BC,5.8,8,,,1034600.2021.2.15,,0,,0,,
-125.92333333333333,49.11055555555556,,,7,0,,2,2018-07-02 00:00:00,0,,7.2,0,,,7,LENNARD ISLAND,2018,,,,1034600,,,BC,10.8,14.5,,,1034600.2018.7.2,,0,,0,,
-125.92333333333333,49.11055555555556,,,1.5,2.2,,2,2023-04-02 00:00:00,2.2,,13.2,0,,,4,LENNARD ISLAND,2023,,,,1034600,,,BC,4.8,8,,,1034600.2023.4.2,,0,,0,,
-125.92333333333333,49.11055555555556,,,10.5,0,,17,2015-05-17 00:00:00,0,,4.7,0,,,5,LENNARD ISLAND,2015,,,,1034600,,,BC,13.3,16,,,1034600.2015.5.17,,0,,0,,
-125.92333333333333,49.11055555555556,,,9.5,0,,19,2017-05-19 00:00:00,0,,5.5,0,,,5,LENNARD ISLAND,2017,,,,1034600,,,BC,12.5,15.5,,,1034600.2017.5.19,,0,,0,,
-125.92333333333333,49.11055555555556,,,11.5,4.4,,18,2015-10-18 00:00:00,4.4,,4.7,0,,,10,LENNARD ISLAND,2015,,,,1034600,,,BC,13.3,15,,,1034600.2015.10.18,,0,,0,,
-125.92333333333333,49.11055555555556,,,10.5,0,,8,2022-10-08 00:00:00,0,,4.7,0,,,10,LENNARD ISLAND,2022,,,,1034600,,,BC,13.3,16,,,1034600.2022.10.8,,0,,0,,
-125.92333333333333,49.11055555555556,,,10,6.8,,23,2015-07-23 00:00:00,6.8,,3.7,0,,,7,LENNARD ISLAND,2015,,,,1034600,,,BC,14.3,18.5,,,1034600.2015.7.23,,0,,0,,
-125.92333333333333,49.11055555555556,,,13.5,0.2,,19,2013-08-19 00:00:00,0.2,,2.7,0,,,8,LENNARD ISLAND,2013,,,,1034600,,,BC,15.3,17,,,1034600.2013.8.19,,0,,0,,
-125.92333333333333,49.11055555555556,,,8,2.2,,22,2021-11-22 00:00:00,2.2,,8.5,0,,,11,LENNARD ISLAND,2021,,,,1034600,,,BC,9.5,11,,,1034600.2021.11.22,,0,,0,,
-125.92333333333333,49.11055555555556,,,14,0,,2,2021-07-02 00:00:00,0,,0.5,0,,,7,LENNARD ISLAND,2021,,,,1034600,T,,BC,17.5,21,T,,1034600.2021.7.2,,0,,0,,
-125.92333333333333,49.11055555555556,,,10,0,,13,2014-06-13 00:00:00,0,,5.7,0,,,6,LENNARD ISLAND,2014,,,,1034600,,,BC,12.3,14.5,,,1034600.2014.6.13,,0,,0,,
-125.92333333333333,49.11055555555556,,,4,28.8,,5,2019-04-05 00:00:00,28.8,,10.5,0,,,4,LENNARD ISLAND,2019,,,,1034600,,,BC,7.5,11,,,1034600.2019.4.5,,0,,0,,
-125.92333333333333,49.11055555555556,,,3,0,,5,2019-11-05 00:00:00,0,,11.5,0,,,11,LENNARD ISLAND,2019,,,,1034600,,,BC,6.5,10,,,1034600.2019.11.5,,0,,0,,
-125.92333333333333,49.11055555555556,,,-1,11.4,,5,2020-01-05 00:00:00,11.4,,14.2,0,,,1,LENNARD ISLAND,2020,,,,1034600,,,BC,3.8,8.5,,,1034600.2020.1.5,,0,,0,,
-125.92333333333333,49.11055555555556,,,-5,0,,29,2019-11-29 00:00:00,0,,17,0,,,11,LENNARD ISLAND,2019,,,,1034600,,,BC,1,7,,,1034600.2019.11.29,,0,,0,,
-125.92333333333333,49.11055555555556,,,11.5,0,,4,2021-08-04 00:00:00,0,,3.7,0,,,8,LENNARD ISLAND,2021,,,,1034600,T,,BC,14.3,17,T,,1034600.2021.8.4,,0,,0,,
-125.92333333333333,49.11055555555556,,,7,9.6,,5,2021-02-05 00:00:00,9.6,,9.2,0,,,2,LENNARD ISLAND,2021,,,,1034600,,,BC,8.8,10.5,,,1034600.2021.2.5,,0,,0,,
-125.92333333333333,49.11055555555556,,,2.5,15.2,,23,2014-02-23 00:00:00,15.2,,14.2,0,,,2,LENNARD ISLAND,2014,,,,1034600,,,BC,3.8,5,,,1034600.2014.2.23,,0,,0,,
-125.92333333333333,49.11055555555556,,,9,27.2,,26,2022-05-26 00:00:00,27.2,,5.5,0,,,5,LENNARD ISLAND,2022,,,,1034600,,,BC,12.5,16,,,1034600.2022.5.26,,0,,0,,
-125.92333333333333,49.11055555555556,,,12,0,,27,2015-06-27 00:00:00,0,,2.2,0,,,6,LENNARD ISLAND,2015,,,,1034600,,,BC,15.8,19.5,,,1034600.2015.6.27,,0,,0,,
-125.92333333333333,49.11055555555556,,,7,0.6,,14,2014-01-14 00:00:00,0.6,,10.2,0,,,1,LENNARD ISLAND,2014,,,,1034600,,,BC,7.8,8.5,,,1034600.2014.1.14,,0,,0,,
-125.92333333333333,49.11055555555556,,,6.5,0,,14,2020-04-14 00:00:00,0,,7.7,0,,,4,LENNARD ISLAND,2020,,,,1034600,,,BC,10.3,14,,,1034600.2020.4.14,,0,,0,,
-125.92333333333333,49.11055555555556,,,2.5,1.2,,23,2018-11-23 00:00:00,1.2,,12.5,0,,,11,LENNARD ISLAND,2018,,,,1034600,,,BC,5.5,8.5,,,1034600.2018.11.23,,0,,0,,
-125.92333333333333,49.11055555555556,,,5,5.2,,29,2023-11-29 00:00:00,5.2,,12,0,,,11,LENNARD ISLAND,2023,,,,1034600,,,BC,6,7,,,1034600.2023.11.29,,0,,0,,
-125.92333333333333,49.11055555555556,,,12,0.2,,22,2014-08-22 00:00:00,0.2,,4,0,,,8,LENNARD ISLAND,2014,,,,1034600,,,BC,14,16,,,1034600.2014.8.22,,0,,0,,
-125.92333333333333,49.11055555555556,,,8,23.4,,27,2020-11-27 00:00:00,23.4,,8.5,0,,,11,LENNARD ISLAND,2020,,,,1034600,,,BC,9.5,11,,,1034600.2020.11.27,,0,,0,,
-125.92333333333333,49.11055555555556,,,6,12.8,,27,2014-03-27 00:00:00,12.8,,8.5,0,,,3,LENNARD ISLAND,2014,,,,1034600,,,BC,9.5,13,,,1034600.2014.3.27,,0,,0,,
-125.92333333333333,49.11055555555556,,,9.5,0,,10,2017-06-10 00:00:00,0,,5.2,0,,,6,LENNARD ISLAND,2017,,,,1034600,,,BC,12.8,16,,,1034600.2017.6.10,,0,,0,,
-125.92333333333333,49.11055555555556,,,1.5,0,,15,2022-04-15 00:00:00,0,,11.7,0,,,4,LENNARD ISLAND,2022,,,,1034600,,,BC,6.3,11,,,1034600.2022.4.15,,0,,0,,
-125.92333333333333,49.11055555555556,,,2,34.2,,31,2019-01-31 00:00:00,34.2,,12.5,0,,,1,LENNARD ISLAND,2019,,,,1034600,,,BC,5.5,9,,,1034600.2019.1.31,,0,,0,,
-125.92333333333333,49.11055555555556,,,11,6.2,,20,2022-06-20 00:00:00,6.2,,4.5,0,,,6,LENNARD ISLAND,2022,,,,1034600,,,BC,13.5,16,,,1034600.2022.6.20,,0,,0,,
-125.92333333333333,49.11055555555556,,,1,9.6,T,7,2017-03-07 00:00:00,9.6,,15,0,,,3,LENNARD ISLAND,2017,,,,1034600,,,BC,3,5,,,1034600.2017.3.7,,0,,0,,
-125.92333333333333,49.11055555555556,,,5,6.2,,22,2020-03-22 00:00:00,6.2,,11,0,,,3,LENNARD ISLAND,2020,,,,1034600,,,BC,7,9,,,1034600.2020.3.22,,0,,0,,
-125.92333333333333,49.11055555555556,,,6,0.4,,2,2018-06-02 00:00:00,0.4,,7,0,,,6,LENNARD ISLAND,2018,,,,1034600,,,BC,11,16,,,1034600.2018.6.2,,0,,0,,
-125.92333333333333,49.11055555555556,,,12.5,0,,2,2017-08-02 00:00:00,0,,0,0,,,8,LENNARD ISLAND,2017,,,,1034600,,,BC,19,25.5,,,1034600.2017.8.2,,0,,1,,
-125.92333333333333,49.11055555555556,,,1,0,,23,2019-01-23 00:00:00,0,,12.7,0,,,1,LENNARD ISLAND,2019,,,,1034600,,,BC,5.3,9.5,,,1034600.2019.1.23,,0,,0,,
-125.92333333333333,49.11055555555556,,,2.5,1.4,,3,2018-04-03 00:00:00,1.4,,12.2,0,,,4,LENNARD ISLAND,2018,,,,1034600,,,BC,5.8,9,,,1034600.2018.4.3,,0,,0,,
-125.92333333333333,49.11055555555556,,,2,0,,18,2019-03-18 00:00:00,0,,10.5,0,,,3,LENNARD ISLAND,2019,,,,1034600,,,BC,7.5,13,,,1034600.2019.3.18,,0,,0,,
-125.92333333333333,49.11055555555556,,,11,0,,30,2020-06-30 00:00:00,0,,4.5,0,,,6,LENNARD ISLAND,2020,,,,1034600,,,BC,13.5,16,,,1034600.2020.6.30,,0,,0,,
-125.92333333333333,49.11055555555556,,,-1,0,,4,2017-01-04 00:00:00,0,,15,0,,,1,LENNARD ISLAND,2017,,,,1034600,,,BC,3,7,,,1034600.2017.1.4,,0,,0,,
-125.92333333333333,49.11055555555556,,,5,1.8,,26,2017-01-26 00:00:00,1.8,,11.5,0,,,1,LENNARD ISLAND,2017,,,,1034600,,,BC,6.5,8,,,1034600.2017.1.26,,0,,0,,
-125.92333333333333,49.11055555555556,,,5.5,14.6,,31,2018-10-31 00:00:00,14.6,,9.2,0,,,10,LENNARD ISLAND,2018,,,,1034600,,,BC,8.8,12,,,1034600.2018.10.31,,0,,0,,
-125.92333333333333,49.11055555555556,,,12,0,,17,2021-07-17 00:00:00,0,,3.2,0,,,7,LENNARD ISLAND,2021,,,,1034600,,,BC,14.8,17.5,,,1034600.2021.7.17,,0,,0,,
-125.92333333333333,49.11055555555556,,,0,0.2,,25,2019-11-25 00:00:00,0.2,,14,0,,,11,LENNARD ISLAND,2019,,,,1034600,,,BC,4,8,,,1034600.2019.11.25,,0,,0,,
-125.92333333333333,49.11055555555556,,,2,21,,7,2023-03-07 00:00:00,21,,13.5,0,,,3,LENNARD ISLAND,2023,,,,1034600,,,BC,4.5,7,,,1034600.2023.3.7,,0,,0,,
-125.92333333333333,49.11055555555556,,,3,7,,12,2022-04-12 00:00:00,7,,12.2,0,,,4,LENNARD ISLAND,2022,,,,1034600,,,BC,5.8,8.5,,,1034600.2022.4.12,,0,,0,,
-125.92333333333333,49.11055555555556,,,6.5,30.6,,12,2017-11-12 00:00:00,30.6,,9.5,0,,,11,LENNARD ISLAND,2017,,,,1034600,,,BC,8.5,10.5,,,1034600.2017.11.12,,0,,0,,
-125.92333333333333,49.11055555555556,,,5,19,,2,2023-12-02 00:00:00,19,,11.7,0,,,12,LENNARD ISLAND,2023,,,,1034600,,,BC,6.3,7.5,,,1034600.2023.12.2,,0,,0,,
-125.92333333333333,49.11055555555556,,,11.5,0,,24,2016-08-24 00:00:00,0,,2.2,0,,,8,LENNARD ISLAND,2016,,,,1034600,,,BC,15.8,20,,,1034600.2016.8.24,,0,,0,,
-125.92333333333333,49.11055555555556,,,6,0,,27,2019-09-27 00:00:00,0,,8.2,0,,,9,LENNARD ISLAND,2019,,,,1034600,,,BC,9.8,13.5,,,1034600.2019.9.27,,0,,0,,
-125.92333333333333,49.11055555555556,,,6.5,0,,18,2018-05-18 00:00:00,0,,7.2,0,,,5,LENNARD ISLAND,2018,,,,1034600,,,BC,10.8,15,,,1034600.2018.5.18,,0,,0,,
-125.92333333333333,49.11055555555556,,,7,21.4,,26,2020-01-26 00:00:00,21.4,,10,0,,,1,LENNARD ISLAND,2020,,,,1034600,,,BC,8,9,,,1034600.2020.1.26,,0,,0,,
-125.92333333333333,49.11055555555556,,,6,28.8,,4,2021-03-04 00:00:00,28.8,,10.5,0,,,3,LENNARD ISLAND,2021,,,,1034600,,,BC,7.5,9,,,1034600.2021.3.4,,0,,0,,
-125.92333333333333,49.11055555555556,,,2.5,10.4,,27,2018-10-27 00:00:00,10.4,,10.5,0,,,10,LENNARD ISLAND,2018,,,,1034600,,,BC,7.5,12.5,,,1034600.2018.10.27,,0,,0,,
-125.92333333333333,49.11055555555556,,,4,0,,11,2014-03-11 00:00:00,0,,11,0,,,3,LENNARD ISLAND,2014,,,,1034600,,,BC,7,10,,,1034600.2014.3.11,,0,,0,,
-125.92333333333333,49.11055555555556,,,11.5,0,,20,2022-07-20 00:00:00,0,,3.7,0,,,7,LENNARD ISLAND,2022,,,,1034600,,,BC,14.3,17,,,1034600.2022.7.20,,0,,0,,
-125.92333333333333,49.11055555555556,,,4.5,21.2,,26,2017-03-26 00:00:00,21.2,,11.5,0,,,3,LENNARD ISLAND,2017,,,,1034600,,,BC,6.5,8.5,,,1034600.2017.3.26,,0,,0,,
-125.92333333333333,49.11055555555556,,,6,29.4,,23,2022-04-23 00:00:00,29.4,,10,0,,,4,LENNARD ISLAND,2022,,,,1034600,,,BC,8,10,,,1034600.2022.4.23,,0,,0,,
-125.92333333333333,49.11055555555556,,,10.5,0,,30,2020-05-30 00:00:00,0,,6,0,,,5,LENNARD ISLAND,2020,,,,1034600,,,BC,12,13.5,,,1034600.2020.5.30,,0,,0,,
-125.92333333333333,49.11055555555556,,,8,9.6,,6,2021-06-06 00:00:00,9.6,,8.2,0,,,6,LENNARD ISLAND,2021,,,,1034600,,,BC,9.8,11.5,,,1034600.2021.6.6,,0,,0,,
-125.92333333333333,49.11055555555556,,,7.5,23.4,,9,2023-11-09 00:00:00,23.4,,9,0,,,11,LENNARD ISLAND,2023,,,,1034600,,,BC,9,10.5,,,1034600.2023.11.9,,0,,0,,
-125.92333333333333,49.11055555555556,,,4,0,,5,2015-04-05 00:00:00,0,,9,0,,,4,LENNARD ISLAND,2015,,,,1034600,T,,BC,9,14,T,,1034600.2015.4.5,,0,,0,,
-125.92333333333333,49.11055555555556,,,6,6.6,,20,2020-11-20 00:00:00,6.6,,10,0,,,11,LENNARD ISLAND,2020,,,,1034600,,,BC,8,10,,,1034600.2020.11.20,,0,,0,,
-125.92333333333333,49.11055555555556,,,3,0.6,,3,2020-04-03 00:00:00,0.6,,12.5,0,,,4,LENNARD ISLAND,2020,,,,1034600,,,BC,5.5,8,,,1034600.2020.4.3,,0,,0,,
-125.92333333333333,49.11055555555556,,,7.5,0.6,,24,2013-05-24 00:00:00,0.6,,6.7,0,,,5,LENNARD ISLAND,2013,,,,1034600,,,BC,11.3,15,,,1034600.2013.5.24,,0,,0,,
-125.92333333333333,49.11055555555556,,,8.5,0,,13,2015-06-13 00:00:00,0,,6.7,0,,,6,LENNARD ISLAND,2015,,,,1034600,T,,BC,11.3,14,T,,1034600.2015.6.13,,0,,0,,
-125.92333333333333,49.11055555555556,,,4.5,0,,28,2023-01-28 00:00:00,0,,11.5,0,,,1,LENNARD ISLAND,2023,,,,1034600,,,BC,6.5,8.5,,,1034600.2023.1.28,,0,,0,,
-125.92333333333333,49.11055555555556,,,13.5,0.8,,9,2013-09-09 00:00:00,0.8,,3.2,0,,,9,LENNARD ISLAND,2013,,,,1034600,,,BC,14.8,16,,,1034600.2013.9.9,,0,,0,,
-125.92333333333333,49.11055555555556,,,8,0,,12,2023-10-12 00:00:00,0,,5.7,0,,,10,LENNARD ISLAND,2023,,,,1034600,,,BC,12.3,16.5,,,1034600.2023.10.12,,0,,0,,
-125.92333333333333,49.11055555555556,,,10,3,,17,2017-06-17 00:00:00,3,,6.2,0,,,6,LENNARD ISLAND,2017,,,,1034600,,,BC,11.8,13.5,,,1034600.2017.6.17,,0,,0,,
-125.92333333333333,49.11055555555556,,,11,7.2,,17,2016-09-17 00:00:00,7.2,,4.2,0,,,9,LENNARD ISLAND,2016,,,,1034600,,,BC,13.8,16.5,,,1034600.2016.9.17,,0,,0,,
-125.92333333333333,49.11055555555556,,,4.5,0,,22,2021-03-22 00:00:00,0,,11.5,0,,,3,LENNARD ISLAND,2021,,,,1034600,,,BC,6.5,8.5,,,1034600.2021.3.22,,0,,0,,
-125.92333333333333,49.11055555555556,,,12.5,0,,29,2020-08-29 00:00:00,0,,4,0,,,8,LENNARD ISLAND,2020,,,,1034600,,,BC,14,15.5,,,1034600.2020.8.29,,0,,0,,
-125.92333333333333,49.11055555555556,,,-2.5,0,,24,2019-02-24 00:00:00,0,,15.2,0,,,2,LENNARD ISLAND,2019,,,,1034600,,,BC,2.8,8,,,1034600.2019.2.24,,0,,0,,
-125.92333333333333,49.11055555555556,,,6.5,0,,27,2016-03-27 00:00:00,0,,9.7,0,,,3,LENNARD ISLAND,2016,,,,1034600,T,,BC,8.3,10,T,,1034600.2016.3.27,,0,,0,,
-125.92333333333333,49.11055555555556,,,11,3.4,,7,2013-10-07 00:00:00,3.4,,6,0,,,10,LENNARD ISLAND,2013,,,,1034600,,,BC,12,13,,,1034600.2013.10.7,,0,,0,,
-125.92333333333333,49.11055555555556,,,10.5,0,,8,2013-06-08 00:00:00,0,,5.7,0,,,6,LENNARD ISLAND,2013,,,,1034600,,,BC,12.3,14,,,1034600.2013.6.8,,0,,0,,
-125.92333333333333,49.11055555555556,,,11,0,,27,2017-08-27 00:00:00,0,,4,0,,,8,LENNARD ISLAND,2017,,,,1034600,,,BC,14,17,,,1034600.2017.8.27,,0,,0,,
-125.92333333333333,49.11055555555556,,,3,0.6,,19,2019-01-19 00:00:00,0.6,,11.2,0,,,1,LENNARD ISLAND,2019,,,,1034600,,,BC,6.8,10.5,,,1034600.2019.1.19,,0,,0,,
-125.92333333333333,49.11055555555556,,,2.5,27.8,,14,2021-12-14 00:00:00,27.8,,13.5,0,,,12,LENNARD ISLAND,2021,,,,1034600,,,BC,4.5,6.5,,,1034600.2021.12.14,,0,,0,,
-125.92333333333333,49.11055555555556,,,6,14.6,,5,2014-04-05 00:00:00,14.6,,9,0,,,4,LENNARD ISLAND,2014,,,,1034600,,,BC,9,12,,,1034600.2014.4.5,,0,,0,,
-125.92333333333333,49.11055555555556,,,1,54,,28,2018-02-28 00:00:00,52.8,,14,0,,,2,LENNARD ISLAND,2018,,,,1034600,,,BC,4,7,,,1034600.2018.2.28,,1.2,,0,,
-125.92333333333333,49.11055555555556,,,7,23.4,,23,2019-09-23 00:00:00,23.4,,7.2,0,,,9,LENNARD ISLAND,2019,,,,1034600,,,BC,10.8,14.5,,,1034600.2019.9.23,,0,,0,,
-125.92333333333333,49.11055555555556,,,4.5,3.6,,1,2021-02-01 00:00:00,3.6,,11.2,0,,,2,LENNARD ISLAND,2021,,,,1034600,,,BC,6.8,9,,,1034600.2021.2.1,,0,,0,,
-125.92333333333333,49.11055555555556,,,12.5,0.2,,22,2013-07-22 00:00:00,0.2,,3.2,0,,,7,LENNARD ISLAND,2013,,,,1034600,,,BC,14.8,17,,,1034600.2013.7.22,,0,,0,,
-125.92333333333333,49.11055555555556,,,4,1.4,,10,2018-06-10 00:00:00,1.4,,8,0,,,6,LENNARD ISLAND,2018,,,,1034600,,,BC,10,16,,,1034600.2018.6.10,,0,,0,,
-125.92333333333333,49.11055555555556,,,6.5,13.8,,9,2023-01-09 00:00:00,13.8,,9.7,0,,,1,LENNARD ISLAND,2023,,,,1034600,,,BC,8.3,10,,,1034600.2023.1.9,,0,,0,,
-125.92333333333333,49.11055555555556,,,11,0,,15,2021-09-15 00:00:00,0,,4.7,0,,,9,LENNARD ISLAND,2021,,,,1034600,,,BC,13.3,15.5,,,1034600.2021.9.15,,0,,0,,
-125.92333333333333,49.11055555555556,,,5.5,0,,21,2023-03-21 00:00:00,0,,10.7,0,,,3,LENNARD ISLAND,2023,,,,1034600,,,BC,7.3,9,,,1034600.2023.3.21,,0,,0,,
-125.92333333333333,49.11055555555556,,,13,0,,16,2022-07-16 00:00:00,0,,2.2,0,,,7,LENNARD ISLAND,2022,,,,1034600,,,BC,15.8,18.5,,,1034600.2022.7.16,,0,,0,,
-125.92333333333333,49.11055555555556,,,9,0,,6,2017-06-06 00:00:00,0,,5,0,,,6,LENNARD ISLAND,2017,,,,1034600,,,BC,13,17,,,1034600.2017.6.6,,0,,0,,
-125.92333333333333,49.11055555555556,,,6.5,41,,7,2018-06-07 00:00:00,41,,8.5,0,,,6,LENNARD ISLAND,2018,,,,1034600,,,BC,9.5,12.5,,,1034600.2018.6.7,,0,,0,,
-125.92333333333333,49.11055555555556,,,11.5,0.6,,6,2016-09-06 00:00:00,0.6,,4.7,0,,,9,LENNARD ISLAND,2016,,,,1034600,,,BC,13.3,15,,,1034600.2016.9.6,,0,,0,,
-125.92333333333333,49.11055555555556,,,3,0,,8,2021-03-08 00:00:00,0,,12,0,,,3,LENNARD ISLAND,2021,,,,1034600,T,,BC,6,9,T,,1034600.2021.3.8,,0,,0,,
-125.92333333333333,49.11055555555556,,,11,0,,16,2016-05-16 00:00:00,0,,5.5,0,,,5,LENNARD ISLAND,2016,,,,1034600,,,BC,12.5,14,,,1034600.2016.5.16,,0,,0,,
-125.92333333333333,49.11055555555556,,,11,3.2,,14,2021-06-14 00:00:00,3.2,,5,0,,,6,LENNARD ISLAND,2021,,,,1034600,,,BC,13,15,,,1034600.2021.6.14,,0,,0,,
-125.92333333333333,49.11055555555556,,,12,0,,12,2023-07-12 00:00:00,0,,3.7,0,,,7,LENNARD ISLAND,2023,,,,1034600,,,BC,14.3,16.5,,,1034600.2023.7.12,,0,,0,,
-125.92333333333333,49.11055555555556,,,4,3.2,,14,2018-03-14 00:00:00,3.2,,11,0,,,3,LENNARD ISLAND,2018,,,,1034600,,,BC,7,10,,,1034600.2018.3.14,,0,,0,,
-125.92333333333333,49.11055555555556,,,4.5,0,,21,2020-03-21 00:00:00,0,,11,0,,,3,LENNARD ISLAND,2020,,,,1034600,,,BC,7,9.5,,,1034600.2020.3.21,,0,,0,,
-125.92333333333333,49.11055555555556,,,3.5,0,,20,2018-10-20 00:00:00,0,,9.7,0,,,10,LENNARD ISLAND,2018,,,,1034600,,,BC,8.3,13,,,1034600.2018.10.20,,0,,0,,
-125.92333333333333,49.11055555555556,,,4,0,,12,2014-04-12 00:00:00,0,,10,0,,,4,LENNARD ISLAND,2014,,,,1034600,,,BC,8,12,,,1034600.2014.4.12,,0,,0,,
-125.92333333333333,49.11055555555556,,,5,5.6,,9,2019-06-09 00:00:00,5.6,,8,0,,,6,LENNARD ISLAND,2019,,,,1034600,,,BC,10,15,,,1034600.2019.6.9,,0,,0,,
-125.92333333333333,49.11055555555556,,,1,0,,7,2016-12-07 00:00:00,0,,15,0,,,12,LENNARD ISLAND,2016,,,,1034600,,,BC,3,5,,,1034600.2016.12.7,,0,,0,,
-125.92333333333333,49.11055555555556,,,10.5,0,,13,2020-07-13 00:00:00,0,,4,0,,,7,LENNARD ISLAND,2020,,,,1034600,,,BC,14,17.5,,,1034600.2020.7.13,,0,,0,,
