x,y,LOCAL_DAY,HEATING_DEGREE_DAYS_FLAG,TOTAL_RAIN,MIN_REL_HUMIDITY,DIRECTION_MAX_GUST,MEAN_TEMPERATURE,MAX_TEMPERATURE,LOCAL_MONTH,COOLING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST,MAX_REL_HUMIDITY,SNOW_ON_GROUND,TOTAL_RAIN_FLAG,MIN_TEMPERATURE_FLAG,STATION_NAME,MAX_TEMPERATURE_FLAG,LOCAL_DATE,SNOW_ON_GROUND_FLAG,LOCAL_YEAR,MAX_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS,TOTAL_SNOW_FLAG,TOTAL_PRECIPITATION_FLAG,HEATING_DEGREE_DAYS,MEAN_TEMPERATURE_FLAG,ID,TOTAL_SNOW,MIN_REL_HUMIDITY_FLAG,PROVINCE_CODE,DIRECTION_MAX_GUST_FLAG,TOTAL_PRECIPITATION,SPEED_MAX_GUST_FLAG,MIN_TEMPERATURE,CLIMATE_IDENTIFIER
-122.9546111111111,50.12894444444444,3,,,14,,23.1,33.9,8,,,90,,,,WHISTLER - NESTERS,,2021-08-03 00:00:00,,2021,,5.1,,,0,,1100875.2021.8.3,,,BC,M,0,M,12.3,1100875
-122.9546111111111,50.12894444444444,16,,,66,,17,20.6,8,,,98,,,,WHISTLER - NESTERS,,2021-08-16 00:00:00,,2021,,0,,,1,,1100875.2021.8.16,,,BC,M,20,M,13.3,1100875
-122.9546111111111,50.12894444444444,13,,,16,,24.8,36.8,8,,,80,,,,WHISTLER - NESTERS,,2021-08-13 00:00:00,,2021,,6.8,,,0,,1100875.2021.8.13,,,BC,M,0.1,M,12.9,1100875
-122.9546111111111,50.12894444444444,22,,,49,,14.2,17.8,8,,,96,,,,WHISTLER - NESTERS,,2021-08-22 00:00:00,,2021,,0,,,3.8,,1100875.2021.8.22,,,BC,M,5.6,M,10.7,1100875
-122.9546111111111,50.12894444444444,17,,,30,,17.7,25.5,8,,,98,,,,WHISTLER - NESTERS,,2021-08-17 00:00:00,,2021,,0,,,0.3,,1100875.2021.8.17,,,BC,M,5.6,M,9.9,1100875
-122.9546111111111,50.12894444444444,28,,,42,,15.9,22.3,8,,,96,,,,WHISTLER - NESTERS,,2021-08-28 00:00:00,,2021,,0,,,2.1,,1100875.2021.8.28,,,BC,M,0,M,9.4,1100875
-122.9546111111111,50.12894444444444,26,,,64,,12.2,13.9,8,,,93,,,,WHISTLER - NESTERS,,2021-08-26 00:00:00,,2021,,0,,,5.8,,1100875.2021.8.26,,,BC,M,1.5,M,10.6,1100875
-122.9546111111111,50.12894444444444,8,,,58,,15.5,19.9,8,,,98,,,,WHISTLER - NESTERS,,2021-08-08 00:00:00,,2021,,0,,,2.5,,1100875.2021.8.8,,,BC,M,0.6,M,11.1,1100875
-122.9546111111111,50.12894444444444,10,,,42,,20.4,28,8,,,91,,,,WHISTLER - NESTERS,,2021-08-10 00:00:00,,2021,,2.4,,,0,,1100875.2021.8.10,,,BC,M,0,M,12.9,1100875
-122.9546111111111,50.12894444444444,20,,,70,,15.4,17.6,8,,,95,,,,WHISTLER - NESTERS,,2021-08-20 00:00:00,,2021,,0,,,2.6,,1100875.2021.8.20,,,BC,M,2.1,M,13.1,1100875
-122.9546111111111,50.12894444444444,30,,,40,,13.8,18.2,8,,,95,,,,WHISTLER - NESTERS,,2021-08-30 00:00:00,,2021,,0,,,4.2,,1100875.2021.8.30,,,BC,M,0.1,M,9.3,1100875
-122.9546111111111,50.12894444444444,14,,,29,,22.5,32,8,,,84,,,,WHISTLER - NESTERS,,2021-08-14 00:00:00,,2021,,4.5,,,0,,1100875.2021.8.14,,,BC,M,0.1,M,13.1,1100875
-122.9546111111111,50.12894444444444,19,,,52,,18,23,8,,,93,,,,WHISTLER - NESTERS,,2021-08-19 00:00:00,,2021,,0,,,0,,1100875.2021.8.19,,,BC,M,0,M,13,1100875
-122.9546111111111,50.12894444444444,21,,,64,,15.7,19.4,8,,,95,,,,WHISTLER - NESTERS,,2021-08-21 00:00:00,,2021,,0,,,2.3,,1100875.2021.8.21,,,BC,M,0.9,M,11.9,1100875
-122.9546111111111,50.12894444444444,7,,,72,,15,18.3,8,,,98,,,,WHISTLER - NESTERS,,2021-08-07 00:00:00,,2021,,0,,,3,,1100875.2021.8.7,,,BC,M,10.7,M,11.7,1100875
-122.9546111111111,50.12894444444444,15,,,29,,21.9,30,8,,,89,,,,WHISTLER - NESTERS,,2021-08-15 00:00:00,,2021,,3.9,,,0,,1100875.2021.8.15,,,BC,M,0,M,13.7,1100875
-122.9546111111111,50.12894444444444,24,,,37,,14.6,22.7,8,,,97,,,,WHISTLER - NESTERS,,2021-08-24 00:00:00,,2021,,0,,,3.4,,1100875.2021.8.24,,,BC,M,0,M,6.5,1100875
-122.9546111111111,50.12894444444444,25,,,30,,14.7,23.2,8,,,96,,,,WHISTLER - NESTERS,,2021-08-25 00:00:00,,2021,,0,,,3.3,,1100875.2021.8.25,,,BC,M,0,M,6.1,1100875
-122.9546111111111,50.12894444444444,6,,,50,,16.4,20.2,8,,,87,,,,WHISTLER - NESTERS,,2021-08-06 00:00:00,,2021,,0,,,1.6,,1100875.2021.8.6,,,BC,M,0.2,M,12.7,1100875
-122.9546111111111,50.12894444444444,9,,,49,,18.3,23.2,8,,,83,,,,WHISTLER - NESTERS,,2021-08-09 00:00:00,,2021,,0.3,,,0,,1100875.2021.8.9,,,BC,M,0,M,13.5,1100875
-122.9546111111111,50.12894444444444,18,,,52,,15.3,22.8,8,,,97,,,,WHISTLER - NESTERS,,2021-08-18 00:00:00,,2021,,0,,,2.7,,1100875.2021.8.18,,,BC,M,0,M,7.8,1100875
-122.9546111111111,50.12894444444444,29,,,38,,15.6,23.8,8,,,97,,,,WHISTLER - NESTERS,,2021-08-29 00:00:00,,2021,,0,,,2.4,,1100875.2021.8.29,,,BC,M,0,M,7.3,1100875
-122.9546111111111,50.12894444444444,27,,,69,,13.5,17.1,8,,,97,,,,WHISTLER - NESTERS,,2021-08-27 00:00:00,,2021,,0,,,4.5,,1100875.2021.8.27,,,BC,M,0,M,10,1100875
-122.9546111111111,50.12894444444444,31,,,57,,10.8,13.7,8,,,95,,,,WHISTLER - NESTERS,,2021-08-31 00:00:00,,2021,,0,,,7.2,,1100875.2021.8.31,,,BC,M,1.2,M,7.9,1100875
-122.9546111111111,50.12894444444444,12,,,18,,24.4,36.1,8,,,91,,,,WHISTLER - NESTERS,,2021-08-12 00:00:00,,2021,,6.4,,,0,,1100875.2021.8.12,,,BC,M,0.1,M,12.6,1100875
-122.9546111111111,50.12894444444444,11,,,33,,23.2,33.8,8,,,96,,,,WHISTLER - NESTERS,,2021-08-11 00:00:00,,2021,,5.2,,,0,,1100875.2021.8.11,,,BC,M,0.2,M,12.7,1100875
-122.9546111111111,50.12894444444444,23,,,42,,13.1,18.5,8,,,98,,,,WHISTLER - NESTERS,,2021-08-23 00:00:00,,2021,,0,,,4.9,,1100875.2021.8.23,,,BC,M,3.1,M,7.6,1100875
-122.9546111111111,50.12894444444444,2,,,20,,14.4,24.7,9,,,96,,,,WHISTLER - NESTERS,,2021-09-02 00:00:00,,2021,,0,,,3.6,,1100875.2021.9.2,,,BC,M,0,M,4.1,1100875
-122.9546111111111,50.12894444444444,1,,,30,,12.9,21.6,9,,,98,,,,WHISTLER - NESTERS,,2021-09-01 00:00:00,,2021,,0,,,5.1,,1100875.2021.9.1,,,BC,M,0,M,4.1,1100875
-122.9546111111111,50.12894444444444,22,,,59,,13.7,18.3,9,,,98,,,,WHISTLER - NESTERS,,2021-09-22 00:00:00,,2021,,0,,,4.3,,1100875.2021.9.22,,,BC,M,1.3,M,9.1,1100875
-122.9546111111111,50.12894444444444,8,,,66,,16.1,19,9,,,96,,,,WHISTLER - NESTERS,,2021-09-08 00:00:00,,2021,,0,,,1.9,,1100875.2021.9.8,,,BC,M,2.8,M,13.3,1100875
-122.9546111111111,50.12894444444444,7,,,36,,18,28.7,9,,,97,,,,WHISTLER - NESTERS,,2021-09-07 00:00:00,,2021,,0,,,0,,1100875.2021.9.7,,,BC,M,0,M,7.4,1100875
-122.9546111111111,50.12894444444444,17,,,57,,7.3,10.4,9,,,99,,,,WHISTLER - NESTERS,,2021-09-17 00:00:00,,2021,,0,,,10.7,,1100875.2021.9.17,,,BC,M,54.6,M,4.2,1100875
-122.9546111111111,50.12894444444444,9,,,63,,15.7,20.9,9,,,97,,,,WHISTLER - NESTERS,,2021-09-09 00:00:00,,2021,,0,,,2.3,,1100875.2021.9.9,,,BC,M,0,M,10.6,1100875
-122.9546111111111,50.12894444444444,24,,,51,,13.4,21.1,9,,,98,,,,WHISTLER - NESTERS,,2021-09-24 00:00:00,,2021,,0,,,4.6,,1100875.2021.9.24,,,BC,M,0.1,M,5.7,1100875
-122.9546111111111,50.12894444444444,27,,,93,,8.6,10.3,9,,,99,,,,WHISTLER - NESTERS,,2021-09-27 00:00:00,,2021,,0,,,9.4,,1100875.2021.9.27,,,BC,M,24.1,M,6.9,1100875
-122.9546111111111,50.12894444444444,20,,,70,,9.7,12.8,9,,,97,,,,WHISTLER - NESTERS,,2021-09-20 00:00:00,,2021,,0,,,8.3,,1100875.2021.9.20,,,BC,M,0,M,6.6,1100875
-122.9546111111111,50.12894444444444,29,,,88,,7.1,8.6,9,,,98,,,,WHISTLER - NESTERS,,2021-09-29 00:00:00,,2021,,0,,,10.9,,1100875.2021.9.29,,,BC,M,10.7,M,5.7,1100875
-122.9546111111111,50.12894444444444,16,,,36,,9.1,15.4,9,,,98,,,,WHISTLER - NESTERS,,2021-09-16 00:00:00,,2021,,0,,,8.9,,1100875.2021.9.16,,,BC,M,0,M,2.8,1100875
-122.9546111111111,50.12894444444444,25,,,50,,14.1,21.1,9,,,98,,,,WHISTLER - NESTERS,,2021-09-25 00:00:00,,2021,,0,,,3.9,,1100875.2021.9.25,,,BC,M,0,M,7,1100875
-122.9546111111111,50.12894444444444,12,,,50,,15.3,19.1,9,,,98,,,,WHISTLER - NESTERS,,2021-09-12 00:00:00,,2021,,0,,,2.7,,1100875.2021.9.12,,,BC,M,0.9,M,11.6,1100875
-122.9546111111111,50.12894444444444,15,,,43,,10.5,16.3,9,,,97,,,,WHISTLER - NESTERS,,2021-09-15 00:00:00,,2021,,0,,,7.5,,1100875.2021.9.15,,,BC,M,3.4,M,4.8,1100875
-122.9546111111111,50.12894444444444,18,,,71,,8.5,12.4,9,,,99,,,,WHISTLER - NESTERS,,2021-09-18 00:00:00,,2021,,0,,,9.5,,1100875.2021.9.18,,,BC,M,14,M,4.7,1100875
-122.9546111111111,50.12894444444444,5,,,66,,15.1,18.7,9,,,98,,,,WHISTLER - NESTERS,,2021-09-05 00:00:00,,2021,,0,,,2.9,,1100875.2021.9.5,,,BC,M,0,M,11.5,1100875
-122.9546111111111,50.12894444444444,23,,,50,,13.3,18.2,9,,,95,,,,WHISTLER - NESTERS,,2021-09-23 00:00:00,,2021,,0,,,4.7,,1100875.2021.9.23,,,BC,M,0,M,8.4,1100875
-122.9546111111111,50.12894444444444,30,,,83,,8.4,10.8,9,,,99,,,,WHISTLER - NESTERS,,2021-09-30 00:00:00,,2021,,0,,,9.6,,1100875.2021.9.30,,,BC,M,24.1,M,6.1,1100875
-122.9546111111111,50.12894444444444,4,,,78,,10.4,13.8,9,,,98,,,,WHISTLER - NESTERS,,2021-09-04 00:00:00,,2021,,0,,,7.6,,1100875.2021.9.4,,,BC,M,8,M,7,1100875
-122.9546111111111,50.12894444444444,28,,,84,,8.7,11.5,9,,,98,,,,WHISTLER - NESTERS,,2021-09-28 00:00:00,,2021,,0,,,9.3,,1100875.2021.9.28,,,BC,M,6.9,M,6,1100875
-122.9546111111111,50.12894444444444,11,,,77,,13.4,14.8,9,,,97,,,,WHISTLER - NESTERS,,2021-09-11 00:00:00,,2021,,0,,,4.6,,1100875.2021.9.11,,,BC,M,0.7,M,11.9,1100875
-122.9546111111111,50.12894444444444,3,,,42,,11.9,19.3,9,,,94,,,,WHISTLER - NESTERS,,2021-09-03 00:00:00,,2021,,0,,,6.1,,1100875.2021.9.3,,,BC,M,0.1,M,4.6,1100875
-122.9546111111111,50.12894444444444,19,,,84,,9.5,12,9,,,98,,,,WHISTLER - NESTERS,,2021-09-19 00:00:00,,2021,,0,,,8.5,,1100875.2021.9.19,,,BC,M,2.2,M,7,1100875
-122.9546111111111,50.12894444444444,21,,,57,,12.5,18.7,9,,,98,,,,WHISTLER - NESTERS,,2021-09-21 00:00:00,,2021,,0,,,5.5,,1100875.2021.9.21,,,BC,M,0.2,M,6.3,1100875
-122.9546111111111,50.12894444444444,26,,,82,,11,13,9,,,98,,,,WHISTLER - NESTERS,,2021-09-26 00:00:00,,2021,,0,,,7,,1100875.2021.9.26,,,BC,M,17.5,M,9,1100875
-122.9546111111111,50.12894444444444,6,,,39,,14.4,21.3,9,,,97,,,,WHISTLER - NESTERS,,2021-09-06 00:00:00,,2021,,0,,,3.6,,1100875.2021.9.6,,,BC,M,0.1,M,7.4,1100875
-122.9546111111111,50.12894444444444,14,,,85,,10.3,12.6,9,,,95,,,,WHISTLER - NESTERS,,2021-09-14 00:00:00,,2021,,0,,,7.7,,1100875.2021.9.14,,,BC,M,7.4,M,8,1100875
-122.9546111111111,50.12894444444444,10,,,43,,16.6,22.6,9,,,97,,,,WHISTLER - NESTERS,,2021-09-10 00:00:00,,2021,,0,,,1.4,,1100875.2021.9.10,,,BC,M,0,M,10.6,1100875
-122.9546111111111,50.12894444444444,13,,,46,,14.2,19,9,,,92,,,,WHISTLER - NESTERS,,2021-09-13 00:00:00,,2021,,0,,,3.8,,1100875.2021.9.13,,,BC,M,0,M,9.4,1100875
-122.9546111111111,50.12894444444444,20,,,94,,5,8.7,10,,,98,,,,WHISTLER - NESTERS,,2021-10-20 00:00:00,,2021,,0,,,13,,1100875.2021.10.20,,,BC,M,3.4,M,1.4,1100875
-122.9546111111111,50.12894444444444,9,,,82,,3.4,6.3,10,,,98,,,,WHISTLER - NESTERS,,2021-10-09 00:00:00,,2021,,0,,,14.6,,1100875.2021.10.9,,,BC,M,12.7,M,0.4,1100875
-122.9546111111111,50.12894444444444,23,,,92,,5,6.6,10,,,99,,,,WHISTLER - NESTERS,,2021-10-23 00:00:00,,2021,,0,,,13,,1100875.2021.10.23,,,BC,M,2.4,M,3.3,1100875
-122.9546111111111,50.12894444444444,11,,,34,,3.8,9.7,10,,,98,,,,WHISTLER - NESTERS,,2021-10-11 00:00:00,,2021,,0,,,14.2,,1100875.2021.10.11,,,BC,M,0.1,M,-2,1100875
-122.9546111111111,50.12894444444444,27,,,86,,5.7,6.8,10,,,96,,,,WHISTLER - NESTERS,,2021-10-27 00:00:00,,2021,,0,,,12.3,,1100875.2021.10.27,,,BC,M,0.8,M,4.5,1100875
-122.9546111111111,50.12894444444444,15,,,95,,6.6,7.8,10,,,98,,,,WHISTLER - NESTERS,,2021-10-15 00:00:00,,2021,,0,,,11.4,,1100875.2021.10.15,,,BC,M,13.1,M,5.4,1100875
-122.9546111111111,50.12894444444444,17,,,96,,6.4,7.9,10,,,99,,,,WHISTLER - NESTERS,,2021-10-17 00:00:00,,2021,,0,,,11.6,,1100875.2021.10.17,,,BC,M,29,M,4.9,1100875
-122.9546111111111,50.12894444444444,26,,,85,,6.5,8.4,10,,,97,,,,WHISTLER - NESTERS,,2021-10-26 00:00:00,,2021,,0,,,11.5,,1100875.2021.10.26,,,BC,M,5.7,M,4.6,1100875
-122.9546111111111,50.12894444444444,14,,,82,,4.9,7.2,10,,,98,,,,WHISTLER - NESTERS,,2021-10-14 00:00:00,,2021,,0,,,13.1,,1100875.2021.10.14,,,BC,M,1.2,M,2.5,1100875
-122.9546111111111,50.12894444444444,25,,,96,,4.5,5.6,10,,,99,,,,WHISTLER - NESTERS,,2021-10-25 00:00:00,,2021,,0,,,13.5,,1100875.2021.10.25,,,BC,M,14.3,M,3.3,1100875
-122.9546111111111,50.12894444444444,21,,,75,,7.5,10.2,10,,,99,,,,WHISTLER - NESTERS,,2021-10-21 00:00:00,,2021,,0,,,10.5,,1100875.2021.10.21,,,BC,M,12.2,M,4.7,1100875
-122.9546111111111,50.12894444444444,6,,,78,,5.3,7.9,10,,,98,,,,WHISTLER - NESTERS,,2021-10-06 00:00:00,,2021,,0,,,12.7,,1100875.2021.10.6,,,BC,M,2.2,M,2.7,1100875
-122.9546111111111,50.12894444444444,19,,,59,,3.9,8.7,10,,,98,,,,WHISTLER - NESTERS,,2021-10-19 00:00:00,,2021,,0,,,14.1,,1100875.2021.10.19,,,BC,M,0,M,-1,1100875
-122.9546111111111,50.12894444444444,7,,,53,,5,9.4,10,,,98,,,,WHISTLER - NESTERS,,2021-10-07 00:00:00,,2021,,0,,,13,,1100875.2021.10.7,,,BC,M,0,M,0.7,1100875
-122.9546111111111,50.12894444444444,13,,,75,,3.5,5.8,10,,,98,,,,WHISTLER - NESTERS,,2021-10-13 00:00:00,,2021,,0,,,14.5,,1100875.2021.10.13,,,BC,M,0.1,M,1.2,1100875
-122.9546111111111,50.12894444444444,24,,,85,,5.1,6.8,10,,,99,,,,WHISTLER - NESTERS,,2021-10-24 00:00:00,,2021,,0,,,12.9,,1100875.2021.10.24,,,BC,M,8.3,M,3.5,1100875
-122.9546111111111,50.12894444444444,3,,,53,,9.3,13.6,10,,,98,,,,WHISTLER - NESTERS,,2021-10-03 00:00:00,,2021,,0,,,8.7,,1100875.2021.10.3,,,BC,M,2.2,M,5.1,1100875
-122.9546111111111,50.12894444444444,1,,,58,,8.5,13.3,10,,,99,,,,WHISTLER - NESTERS,,2021-10-01 00:00:00,,2021,,0,,,9.5,,1100875.2021.10.1,,,BC,M,2.4,M,3.7,1100875
-122.9546111111111,50.12894444444444,10,,,56,,4.9,9.8,10,,,99,,,,WHISTLER - NESTERS,,2021-10-10 00:00:00,,2021,,0,,,13.1,,1100875.2021.10.10,,,BC,M,2.5,M,0,1100875
-122.9546111111111,50.12894444444444,5,,,85,,6.4,8.7,10,,,98,,,,WHISTLER - NESTERS,,2021-10-05 00:00:00,,2021,,0,,,11.6,,1100875.2021.10.5,,,BC,M,14.9,M,4.1,1100875
-122.9546111111111,50.12894444444444,12,,,76,,1.1,4.8,10,,,97,,,,WHISTLER - NESTERS,,2021-10-12 00:00:00,,2021,,0,,,16.9,,1100875.2021.10.12,,,BC,M,2.1,M,-2.6,1100875
-122.9546111111111,50.12894444444444,16,,,98,,7.1,7.9,10,,,99,,,,WHISTLER - NESTERS,,2021-10-16 00:00:00,,2021,,0,,,10.9,,1100875.2021.10.16,,,BC,M,34.9,M,6.3,1100875
-122.9546111111111,50.12894444444444,2,,,74,,7.3,9.3,10,,,98,,,,WHISTLER - NESTERS,,2021-10-02 00:00:00,,2021,,0,,,10.7,,1100875.2021.10.2,,,BC,M,2.5,M,5.3,1100875
-122.9546111111111,50.12894444444444,8,,,37,,6.5,12.1,10,,,98,,,,WHISTLER - NESTERS,,2021-10-08 00:00:00,,2021,,0,,,11.5,,1100875.2021.10.8,,,BC,M,0,M,0.8,1100875
-122.9546111111111,50.12894444444444,18,,,63,,5.8,10.4,10,,,99,,,,WHISTLER - NESTERS,,2021-10-18 00:00:00,,2021,,0,,,12.2,,1100875.2021.10.18,,,BC,M,0.8,M,1.1,1100875
-122.9546111111111,50.12894444444444,22,,,92,,8.2,9.9,10,,,99,,,,WHISTLER - NESTERS,,2021-10-22 00:00:00,,2021,,0,,,9.8,,1100875.2021.10.22,,,BC,M,10.6,M,6.4,1100875
-122.9546111111111,50.12894444444444,4,,,60,,7.8,12.2,10,,,98,,,,WHISTLER - NESTERS,,2021-10-04 00:00:00,,2021,,0,,,10.2,,1100875.2021.10.4,,,BC,M,0,M,3.4,1100875
-122.9546111111111,50.12894444444444,29,,,71,,4,9.1,10,,,99,,,,WHISTLER - NESTERS,,2021-10-29 00:00:00,,2021,,0,,,14,,1100875.2021.10.29,,,BC,M,0.1,M,-1,1100875
-122.9546111111111,50.12894444444444,31,,,38,,2.1,6.7,10,,,87,,,,WHISTLER - NESTERS,,2021-10-31 00:00:00,,2021,,0,,,15.9,,1100875.2021.10.31,,,BC,M,0,M,-2.4,1100875
-122.9546111111111,50.12894444444444,28,,,97,,3.5,4.9,10,,,99,,,,WHISTLER - NESTERS,,2021-10-28 00:00:00,,2021,,0,,,14.5,,1100875.2021.10.28,,,BC,M,16,M,2.2,1100875
-122.9546111111111,50.12894444444444,30,,,42,,1.3,5.6,10,,,98,,,,WHISTLER - NESTERS,,2021-10-30 00:00:00,,2021,,0,,,16.7,,1100875.2021.10.30,,,BC,M,0,M,-3.1,1100875
-122.9546111111111,50.12894444444444,12,,,86,,4.4,7.6,11,,,99,9,,,WHISTLER - NESTERS,,2021-11-12 00:00:00,,2021,,0,,,13.6,,1100875.2021.11.12,,,BC,M,9.4,M,1.1,1100875
-122.9546111111111,50.12894444444444,10,,,76,,2.5,4.6,11,,,98,12,,,WHISTLER - NESTERS,,2021-11-10 00:00:00,,2021,,0,,,15.5,,1100875.2021.11.10,,,BC,M,0.2,M,0.4,1100875
-122.9546111111111,50.12894444444444,11,,,83,,1.4,2.8,11,,,99,10,,,WHISTLER - NESTERS,,2021-11-11 00:00:00,,2021,,0,,,16.6,,1100875.2021.11.11,,,BC,M,6.6,M,0,1100875
-122.9546111111111,50.12894444444444,13,,,90,,2.2,4.5,11,,,99,5,,,WHISTLER - NESTERS,,2021-11-13 00:00:00,,2021,,0,,,15.8,,1100875.2021.11.13,,,BC,M,13.1,M,0,1100875
-122.9546111111111,50.12894444444444,23,,,89,,2,4.8,11,,,99,9,,,WHISTLER - NESTERS,,2021-11-23 00:00:00,,2021,,0,,,16,,1100875.2021.11.23,,,BC,M,5.4,M,-0.8,1100875
